# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May  6 10:43:37 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,st_dist,st_teff,pl_disc,pl_facility,pl_pelink,pl_edelink
Kepler-855 b,Transit,1,7.88663110,,,,,0.745,1043.00,5835.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-855_b/,
Kepler-856 b,Transit,1,8.02768059,,,,,0.830,1175.00,5535.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-856_b/,
Kepler-857 b,Transit,1,85.35129427,,,,,0.607,1039.00,5773.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-857_b/,
Kepler-858 b,Transit,1,76.13602028,,,,,0.434,296.00,5653.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-858_b/,
Kepler-859 b,Transit,1,20.38177573,,,,,0.276,915.00,5020.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-859_b/,
Kepler-860 b,Transit,1,5.10137945,,,,,0.289,1295.00,5836.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-860_b/,
Kepler-861 b,Transit,1,3.94963138,,,,,0.203,806.00,5047.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-861_b/,
Kepler-862 b,Transit,1,3.14866453,,,,,0.197,806.00,5333.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-862_b/,
Kepler-863 b,Transit,1,15.59461874,,,,,0.259,1145.00,5678.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-863_b/,
Kepler-864 b,Transit,1,5.83376092,,,,,0.214,1573.00,5754.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-864_b/,
Kepler-865 b,Transit,1,14.16399294,,,,,0.222,664.00,5570.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-865_b/,
Kepler-866 b,Transit,1,2.61703254,,,,,0.145,690.00,4751.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-866_b/,
Kepler-867 b,Transit,1,150.24212700,,,,,0.414,824.00,5541.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-867_b/,
Kepler-868 b,Transit,1,5.03251791,,,,,0.183,1269.00,5614.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-868_b/,
Kepler-869 b,Transit,1,40.42877550,,,,,0.322,957.00,5664.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-869_b/,
Kepler-87 b,Transit,2,114.73635000,0.481000,0.036000,89.274,1.02000,1.204,1277.88,5600.00,2013,Kepler,http://exoplanet.eu/catalog/kepler-87_b/,http://exoplanets.org/detail/Kepler-87_b
Kepler-87 c,Transit,2,191.23180000,0.676000,0.039000,89.588,0.02000,0.548,1277.88,5600.00,2013,Kepler,http://exoplanet.eu/catalog/kepler-87_c/,http://exoplanets.org/detail/Kepler-87_c
Kepler-870 b,Transit,1,21.35876210,,,,,0.248,1231.00,5857.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-870_b/,
Kepler-871 b,Transit,1,22.04590180,,,,,0.334,1695.00,5993.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-871_b/,
Kepler-872 b,Transit,1,2.57885507,,,,,0.178,1114.00,5902.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-872_b/,
Kepler-873 b,Transit,1,20.55338440,,,,,0.335,1397.00,6163.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-873_b/,
Kepler-874 b,Transit,1,40.06867270,,,,,0.352,1072.00,6020.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-874_b/,
Kepler-875 b,Transit,1,27.50737990,,,,,0.259,1244.00,5958.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-875_b/,
Kepler-876 b,Transit,1,5.14438011,,,,,0.128,735.00,5060.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-876_b/,
Kepler-877 b,Transit,1,18.45847097,,,,,0.189,572.00,5261.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-877_b/,
Kepler-878 b,Transit,1,25.94220330,,,,,0.172,567.00,5044.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-878_b/,
Kepler-879 b,Transit,1,33.38559380,,,,,0.229,772.00,5792.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-879_b/,
Kepler-880 b,Transit,1,7.71468975,,,,,0.237,673.00,6761.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-880_b/,
Kepler-881 b,Transit,1,4.44448017,,,,,0.159,1364.00,5961.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-881_b/,
Kepler-882 b,Transit,1,3.98953967,,,,,0.110,525.00,5476.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-882_b/,
Kepler-883 b,Transit,1,12.98495573,,,,,0.159,549.00,6116.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-883_b/,
Kepler-884 b,Transit,1,5.69919514,,,,,0.110,420.00,5715.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-884_b/,
Kepler-885 b,Transit,1,18.11472949,,,,,0.223,632.00,6187.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-885_b/,
Kepler-886 b,Transit,1,6.24146367,,,,,0.136,857.00,6098.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-886_b/,
Kepler-887 b,Transit,2,20.42228798,,,,,0.164,831.00,6194.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-887_b/,
Kepler-887 c,Transit,2,7.63846023,,,,,0.101,831.00,6194.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-887_c/,
Kepler-888 b,Transit,1,70.69790610,,,,,0.157,413.00,5875.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-888_b/,
Kepler-889 b,Transit,1,3.74443900,,,,,0.097,513.00,5961.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-889_b/,
Kepler-890 b,Transit,1,52.75875577,,,,,0.793,1387.00,5954.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-890_b/,
Kepler-891 b,Transit,1,53.44945593,,,,,0.572,1372.00,5887.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-891_b/,
Kepler-892 b,Transit,1,13.75210720,,,,,0.251,640.00,4747.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-892_b/,
Kepler-893 b,Transit,1,6.33855761,,,,,0.270,1216.00,5820.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-893_b/,
Kepler-894 b,Transit,1,9.80322400,,,,,0.248,1090.00,5603.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-894_b/,
Kepler-895 b,Transit,1,2.80624233,,,,,0.137,516.00,4315.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-895_b/,
Kepler-896 b,Transit,1,144.54739600,,,,,0.226,896.00,5262.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-896_b/,
Kepler-897 b,Transit,1,8.04726420,,,,,0.213,1147.00,5839.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-897_b/,
Kepler-898 b,Transit,1,5.87061910,,,,,0.133,479.00,4223.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-898_b/,
Kepler-899 b,Transit,1,19.17891293,,,,,0.239,1038.00,5595.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-899_b/,
Kepler-9 b,Transit,3,19.23891000,0.143000,0.060900,88.982,0.13655,0.740,614.00,5774.00,2010,Kepler,http://exoplanet.eu/catalog/kepler-9_b/,http://exoplanets.org/detail/Kepler-9_b
Kepler-9 c,Transit,3,38.98530000,0.227000,0.066910,89.188,0.09408,0.721,614.00,5774.00,2010,Kepler,http://exoplanet.eu/catalog/kepler-9_c/,http://exoplanets.org/detail/Kepler-9_c
Kepler-9 d,Transit,3,1.59285100,0.027300,,,,0.146,614.00,5774.00,2010,Kepler,http://exoplanet.eu/catalog/kepler-9_d/,http://exoplanets.org/detail/Kepler-9_d
Kepler-90 i,Transit,8,14.44912000,,,89.200,,0.118,780.00,6080.00,2017,Kepler,,
Kepler-900 b,Transit,1,6.99130860,,,,,0.186,505.00,4836.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-900_b/,
Kepler-901 b,Transit,1,3.51749439,,,,,0.122,241.00,4184.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-901_b/,
Kepler-902 b,Transit,1,40.10995470,,,,,0.227,904.00,5647.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-902_b/,
Kepler-903 b,Transit,2,10.35077210,,,,,0.179,829.00,5682.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-903_b/,
Kepler-903 c,Transit,2,62.92285570,,,,,0.226,829.00,5682.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-903_c/,
Kepler-904 b,Transit,1,3.02166863,,,,,0.158,1151.00,6160.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-904_b/,
Kepler-905 b,Transit,1,5.08274652,,,,,0.126,521.00,5461.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-905_b/,
Kepler-906 b,Transit,1,41.69799760,,,,,0.188,758.00,6035.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-906_b/,
Kepler-907 b,Transit,1,15.86621821,,,,,0.107,352.00,6106.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-907_b/,
Kepler-908 b,Transit,1,1.34059747,,,,,0.109,250.00,5973.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-908_b/,
Kepler-909 b,Transit,1,13.93290318,,,,,0.131,318.00,6154.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-909_b/,
Kepler-91 b,Transit,1,6.24658000,0.073100,,69.680,0.81000,1.367,1344.56,4550.00,2013,Kepler,http://exoplanet.eu/catalog/kepler-91_b/,
Kepler-910 b,Transit,1,2.36436901,,,,,0.073,402.00,6230.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-910_b/,
Kepler-911 b,Transit,1,20.31050100,,,,,0.232,567.00,6112.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-911_b/,
Kepler-912 b,Transit,1,2.53475627,,,,,0.250,1265.00,5998.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-912_b/,
Kepler-913 b,Transit,1,10.29672521,,,,,0.184,597.00,4687.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-913_b/,
Kepler-914 b,Transit,1,4.40966548,,,,,0.123,678.00,5877.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-914_b/,
Kepler-915 b,Transit,1,4.59489604,,,,,0.134,806.00,6173.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-915_b/,
Kepler-916 b,Transit,1,32.29687980,,,,,0.157,769.00,5248.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-916_b/,
Kepler-917 b,Transit,1,2.97041437,,,,,0.170,1027.00,5418.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-917_b/,
Kepler-918 b,Transit,1,4.85386933,,,,,0.155,1245.00,6028.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-918_b/,
Kepler-919 b,Transit,1,11.04603384,,,,,0.201,1219.00,6113.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-919_b/,
Kepler-92 b,Transit,3,13.74900000,,,,0.20200,0.313,484.62,5883.00,2013,Kepler,http://exoplanet.eu/catalog/kepler-92_b/,
Kepler-92 c,Transit,3,26.72300000,,,,0.01900,0.232,484.62,5883.00,2013,Kepler,http://exoplanet.eu/catalog/kepler-92_c/,
Kepler-92 d,Transit,3,49.35680000,,0.070000,,,0.184,484.62,5883.00,2015,Kepler,http://exoplanet.eu/catalog/kepler-92_d/,
Kepler-920 b,Transit,2,6.53192704,,,,,0.216,926.00,5403.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-920_b/,
Kepler-920 c,Transit,2,100.82741130,,,,,0.339,926.00,5403.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-920_c/,
Kepler-921 b,Transit,1,51.30063400,,,,,0.256,847.00,5663.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-921_b/,
Kepler-922 b,Transit,1,0.93846683,,,,,0.127,558.00,5671.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-922_b/,
Kepler-923 b,Transit,1,6.93366476,,,,,0.123,966.00,5988.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-923_b/,
Kepler-924 b,Transit,1,61.03701170,,,,,0.274,995.00,6167.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-924_b/,
Kepler-925 b,Transit,1,33.86785310,,,,,0.209,623.00,4673.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-925_b/,
Kepler-926 b,Transit,1,52.06886010,,,,,0.206,771.00,5806.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-926_b/,
Kepler-927 b,Transit,1,9.11499030,,,,,0.153,879.00,5743.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-927_b/,
Kepler-928 b,Transit,1,3.93246130,,,,,0.142,532.00,4700.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-928_b/,
Kepler-929 b,Transit,1,0.92103214,,,,,0.099,820.00,5869.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-929_b/,
Kepler-93 b,Transit,2,4.72674000,,0.000000,89.180,0.01000,0.140,96.18,5669.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-93_b/,
Kepler-93 c,Radial Velocity,2,1460.00000000,,,,3.00000,,96.18,5669.00,2014,W. M. Keck Observatory,http://exoplanet.eu/catalog/Kepler-93_c/,
Kepler-930 b,Transit,1,71.45177750,,,,,0.190,905.00,6335.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-930_b/,
Kepler-931 b,Transit,1,8.03755877,,,,,0.119,490.00,5241.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-931_b/,
Kepler-932 b,Transit,1,1.92143740,,,,,0.122,478.00,5331.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-932_b/,
Kepler-933 b,Transit,1,14.20443009,,,,,0.219,922.00,5346.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-933_b/,
Kepler-934 b,Transit,1,55.67383090,,,,,0.186,603.00,5001.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-934_b/,
Kepler-935 b,Transit,1,4.88083852,,,,,0.120,482.00,4830.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-935_b/,
Kepler-936 b,Transit,1,10.56134221,,,,,0.129,687.00,5482.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-936_b/,
Kepler-937 b,Transit,2,67.66882700,,,,,0.332,1482.00,6095.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-937_b/,
Kepler-937 c,Transit,2,153.34336400,,,,,0.238,1482.00,6095.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-937_c/,
Kepler-938 b,Transit,1,52.62984170,,,,,0.198,861.00,5533.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-938_b/,
Kepler-939 b,Transit,1,14.87829600,,,,,0.156,1029.00,5471.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-939_b/,
Kepler-94 b,Transit,2,2.50806000,,,,0.03400,0.313,192.97,4781.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-94_b/,
Kepler-94 c,Radial Velocity,2,820.30000000,,,,9.83600,,192.97,4781.00,2014,W. M. Keck Observatory,http://exoplanet.eu/catalog/kepler-94_c/,
Kepler-940 b,Transit,1,59.62252570,,,,,0.298,1317.00,5769.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-940_b/,
Kepler-941 b,Transit,1,17.42395198,,,,,0.275,1105.00,5539.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-941_b/,
Kepler-942 b,Transit,1,44.96417488,,,,,0.190,218.00,4861.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-942_b/,
Kepler-943 b,Transit,1,49.77014380,,,,,0.529,1239.00,5612.00,2016,Kepler,http://exoplanet.eu/catalog/kic_6185331_b/,
Kepler-944 b,Transit,1,43.31677370,,,,,0.235,1035.00,5409.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-944_b/,
Kepler-945 b,Transit,1,31.00338140,,,,,0.235,1543.00,5718.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-945_b/,
Kepler-946 b,Transit,1,11.79162572,,,,,0.172,918.00,5665.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-946_b/,
Kepler-947 b,Transit,1,26.96443170,,,,,0.203,1188.00,5508.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-947_b/,
Kepler-948 b,Transit,1,7.76846622,,,,,0.165,884.00,5679.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-948_b/,
Kepler-949 b,Transit,1,8.68930730,,,,,0.260,572.00,5403.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-949_b/,
Kepler-95 b,Transit,1,11.52310000,,,,0.04100,0.305,451.38,5699.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-95_b/,
Kepler-950 b,Transit,1,98.71804060,,,,,0.801,1489.00,5857.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-950_b/,
Kepler-951 b,Transit,1,71.52530845,,,,,0.499,408.00,4834.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-951_b/,
Kepler-952 b,Transit,1,130.35469190,,,,,0.682,1167.00,5730.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-952_b/,
Kepler-953 b,Transit,2,88.40655258,,,,,0.376,240.00,5416.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-953_b/,
Kepler-953 c,Transit,2,9.10967112,,,,,0.106,240.00,5416.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-953_c/,
Kepler-954 b,Transit,1,16.78176602,,,,,0.207,224.00,4990.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-954_b/,
Kepler-955 b,Transit,1,14.53244172,,,,,0.279,637.00,5350.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-955_b/,
Kepler-956 b,Transit,1,5.24867263,,,,,0.268,631.00,6040.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-956_b/,
Kepler-957 b,Transit,1,5.90741354,,,,,0.491,749.00,4963.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-957_b/,
Kepler-958 b,Transit,1,9.76788050,,,,,0.184,467.00,5421.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-958_b/,
Kepler-959 b,Transit,1,14.80074836,,,,,0.391,1003.00,7005.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-959_b/,
Kepler-96 b,Transit,1,16.23850000,,,,0.02700,0.238,123.32,5690.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-96_b/,
Kepler-960 b,Transit,1,3.12686223,,,,,0.204,298.00,4755.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-960_b/,
Kepler-961 b,Transit,1,16.87727414,,,,,0.227,607.00,5582.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-961_b/,
Kepler-962 b,Transit,1,12.05707239,,,,,0.176,439.00,5478.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-962_b/,
Kepler-963 b,Transit,1,9.97683705,,,,,0.237,786.00,5461.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-963_b/,
Kepler-964 b,Transit,1,13.52251060,,,,,0.189,478.00,5427.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-964_b/,
Kepler-965 b,Transit,1,134.25272980,,,,,0.302,618.00,5886.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-965_b/,
Kepler-966 b,Transit,1,99.74762200,,,,,0.368,773.00,5840.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-966_b/,
Kepler-967 b,Transit,2,13.22713379,,,,,0.210,499.00,5178.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-967_b/,
Kepler-967 c,Transit,2,198.71125020,,,,,0.326,499.00,5178.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-967_c/,
Kepler-968 b,Transit,2,3.69298373,,,,,0.178,312.00,4598.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-968_b/,
Kepler-968 c,Transit,2,5.70940492,,,,,0.151,312.00,4598.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-968_c/,
Kepler-969 b,Transit,2,34.17317140,,,,,0.185,411.00,5214.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-969_b/,
Kepler-969 c,Transit,2,1.68293460,,,,,0.088,411.00,5214.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-969_c/,
Kepler-97 b,Transit,2,2.58664000,,,,0.01100,0.132,405.58,5779.00,2014,Kepler,,
Kepler-97 c,Radial Velocity,2,789.00000000,,,,1.08000,,405.58,5779.00,2014,W. M. Keck Observatory,,
Kepler-970 b,Transit,1,16.73652231,,,,,0.247,350.00,4511.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-970_b/,
Kepler-971 b,Transit,1,9.59070716,,,,,0.190,345.00,5431.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-971_b/,
Kepler-972 b,Transit,1,7.03932553,,,,,0.415,1304.00,6146.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-972_b/,
Kepler-973 b,Transit,1,49.60773310,,,,,0.175,297.00,5213.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-973_b/,
Kepler-974 b,Transit,1,4.19449651,,,,,0.140,121.00,3687.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-974_b/,
Kepler-975 b,Transit,1,1.97034246,,,,,0.132,404.00,4897.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-975_b/,
Kepler-976 b,Transit,1,105.95641480,,,,,0.353,1020.00,5232.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-976_b/,
Kepler-977 b,Transit,1,26.85328322,,,,,0.234,664.00,5315.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-977_b/,
Kepler-978 b,Transit,1,49.62215090,,,,,0.267,624.00,6002.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-978_b/,
Kepler-979 b,Transit,1,8.08801350,,,,,0.243,606.00,5310.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-979_b/,
Kepler-98 b,Transit,1,1.54168000,,,,0.01100,0.178,353.87,5539.00,2014,Kepler,,
Kepler-980 b,Transit,1,11.55102504,,,,,0.238,804.00,5935.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-980_b/,
Kepler-981 b,Transit,1,4.46975774,,,,,0.206,913.00,5718.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-981_b/,
Kepler-982 b,Transit,1,15.77382210,,,,,0.201,702.00,6139.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-982_b/,
Kepler-983 b,Transit,1,60.08550820,,,,,0.211,655.00,6052.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-983_b/,
Kepler-984 b,Transit,1,43.03422720,,,,,0.189,461.00,5610.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-984_b/,
Kepler-985 b,Transit,1,116.33190100,,,,,0.266,741.00,5434.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-985_b/,
Kepler-986 b,Transit,1,56.43499380,,,,,0.211,563.00,5642.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-986_b/,
Kepler-987 b,Transit,1,105.30331480,,,,,0.291,936.00,5637.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-987_b/,
Kepler-988 b,Transit,1,17.76080053,,,,,0.185,248.00,4005.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-988_b/,
Kepler-989 b,Transit,1,7.96431535,,,,,0.197,484.00,5074.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-989_b/,
Kepler-99 b,Transit,1,4.60358000,,,,0.01900,0.132,209.63,4782.00,2014,Kepler,,
Kepler-990 b,Transit,2,9.91723428,,,,,0.232,933.00,5948.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-990_b/,
Kepler-990 c,Transit,2,0.53835431,,,,,0.136,933.00,5948.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-990_c/,
Kepler-991 b,Transit,1,82.53425190,,,,,0.227,370.00,4392.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-991_b/,
Kepler-992 b,Transit,1,20.16034462,,,,,0.145,268.00,4944.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-992_b/,
Kepler-993 b,Transit,1,22.08557563,,,,,0.265,298.00,3843.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-993_b/,
Kepler-994 b,Transit,1,1.15116651,,,,,0.143,170.00,3934.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-994_b/,
Kepler-995 b,Transit,1,28.26731672,,,,,0.241,659.00,5206.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-995_b/,
Kepler-996 b,Transit,1,3.77059058,,,,,0.177,1098.00,6014.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-996_b/,
Kepler-997 b,Transit,1,2.70730672,,,,,0.121,470.00,6150.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-997_b/,
Kepler-998 b,Transit,1,5.65377733,,,,,0.207,996.00,6058.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-998_b/,
Kepler-999 b,Transit,1,5.99185702,,,,,0.209,568.00,6237.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-999_b/,
L 168-9 b,Transit,1,1.40150000,0.020910,0.210000,85.500,0.01447,0.124,25.17,3800.00,2020,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/l_168-9_b/,
L 98-59 b,Transit,3,2.25310000,0.022820,0.120000,,0.00318,0.071,10.62,3412.00,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/l_98-59_b/,
L 98-59 c,Transit,3,3.69040000,0.031700,0.070000,,0.00761,0.120,10.62,3412.00,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/l_98-59_c/,
L 98-59 d,Transit,3,7.45120000,0.050600,0.090000,,0.00727,0.140,10.62,3412.00,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/l_98-59_d/,
LHS 1140 b,Transit,2,24.73695900,0.093600,0.060000,89.890,0.02196,0.154,14.99,3216.00,2017,MEarth Project,,
LHS 1140 c,Transit,2,3.77793100,0.026750,0.310000,89.920,0.00569,0.114,14.99,3216.00,2018,Multiple Observatories,http://exoplanet.eu/catalog/lhs_1140_c/,
LHS 1815 b,Transit,1,3.81433000,0.040400,0.000000,88.125,0.02737,0.097,29.87,3643.00,2020,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/lhs_1815_b/,
LHS 3844 b,Transit,1,0.46292913,0.006220,,88.500,,0.116,14.90,3036.00,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/lhs_3844_b/,
LP 791-18 b,Transit,2,0.94800500,0.009690,0.000000,87.300,,0.100,26.49,2960.00,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/lp_791-18_b/,
